127.0.0.1 - - [12/Jun/2020:11:30:05 -0300] "GET /pickup-manager HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:12:16:14 -0300] "GET /pickup-manager/oauth2client?code=1b004e81-0e77-37d2-89cb-d67494fb926e&session_state=cb3178dd9dce9ea418b01f9f5938d092e436ca6fbc77d72cf1c4efecdd8eb17f.kZfuXdUrCAqUPChD63lonw HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:12:16:14 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:12:16:14 -0300] "GET /pickup-manager/libs/bootstrap-material-design_4.0.0/css/bootstrap-material-design.min.css HTTP/1.1" 200 437760
127.0.0.1 - - [12/Jun/2020:12:16:14 -0300] "GET /pickup-manager/libs/fontawesome-5.2.0/css/solid.min.css HTTP/1.1" 200 644
127.0.0.1 - - [12/Jun/2020:12:16:14 -0300] "GET /pickup-manager/libs/fontawesome-5.2.0/css/fontawesome.min.css HTTP/1.1" 200 45557
127.0.0.1 - - [12/Jun/2020:12:16:14 -0300] "GET /pickup-manager/libs/goldenlayout/css/goldenlayout-base.css HTTP/1.1" 200 4657
127.0.0.1 - - [12/Jun/2020:12:16:14 -0300] "GET /pickup-manager/libs/highlight_9.12.0/styles/atelier-cave-light.css HTTP/1.1" 200 1299
127.0.0.1 - - [12/Jun/2020:12:16:14 -0300] "GET /pickup-manager/css/spinner.css HTTP/1.1" 200 1464
127.0.0.1 - - [12/Jun/2020:12:16:14 -0300] "GET /pickup-manager/css/custom.css HTTP/1.1" 200 5317
127.0.0.1 - - [12/Jun/2020:12:16:14 -0300] "GET /pickup-manager/css/manager.css HTTP/1.1" 200 1770
127.0.0.1 - - [12/Jun/2020:12:16:14 -0300] "GET /pickup-manager/libs/jquery_3.3.1/jquery.min.js HTTP/1.1" 200 95785
127.0.0.1 - - [12/Jun/2020:12:16:14 -0300] "GET /pickup-manager/libs/moment_2.11.2/moment.min.js HTTP/1.1" 200 40737
127.0.0.1 - - [12/Jun/2020:12:16:14 -0300] "GET /pickup-manager/libs/popper_1.12.9/popper.min.js HTTP/1.1" 200 19188
127.0.0.1 - - [12/Jun/2020:12:16:14 -0300] "GET /pickup-manager/libs/bootstrap-material-design_4.0.0/js/bootstrap-material-design.min.js HTTP/1.1" 200 78373
127.0.0.1 - - [12/Jun/2020:12:16:14 -0300] "GET /pickup-manager/libs/goldenlayout/js/goldenlayout.min.js HTTP/1.1" 200 66602
127.0.0.1 - - [12/Jun/2020:12:16:14 -0300] "GET /pickup-manager/libs/highlight_9.12.0/highlight.pack.js HTTP/1.1" 200 8200
127.0.0.1 - - [12/Jun/2020:12:16:14 -0300] "GET /pickup-manager/libs/clipboard/clipboard.min.js HTTP/1.1" 200 10917
127.0.0.1 - - [12/Jun/2020:12:16:14 -0300] "GET /pickup-manager/libs/popper_1.12.9/popper.min.js.map HTTP/1.1" 404 750
127.0.0.1 - - [12/Jun/2020:12:16:14 -0300] "GET /pickup-manager/js/custom.js HTTP/1.1" 200 6992
127.0.0.1 - - [12/Jun/2020:12:16:14 -0300] "GET /pickup-manager/img/wso2-dark.svg HTTP/1.1" 200 5196
127.0.0.1 - - [12/Jun/2020:12:16:14 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:12:16:14 -0300] "GET /pickup-manager/libs/fontawesome-5.2.0/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 62472
127.0.0.1 - - [12/Jun/2020:12:16:14 -0300] "GET /pickup-manager/libs/goldenlayout/css/goldenlayout-base.css.map HTTP/1.1" 404 765
127.0.0.1 - - [12/Jun/2020:12:21:25 -0300] "GET /pickup-manager/ HTTP/1.1" 200 2851
127.0.0.1 - - [12/Jun/2020:12:21:25 -0300] "GET /pickup-manager/libs/bootstrap-material-design_4.0.0/css/bootstrap-material-design.min.css HTTP/1.1" 200 437760
127.0.0.1 - - [12/Jun/2020:12:21:25 -0300] "GET /pickup-manager/libs/fontawesome-5.2.0/css/fontawesome.min.css HTTP/1.1" 200 45557
127.0.0.1 - - [12/Jun/2020:12:21:25 -0300] "GET /pickup-manager/libs/fontawesome-5.2.0/css/solid.min.css HTTP/1.1" 200 644
127.0.0.1 - - [12/Jun/2020:12:21:25 -0300] "GET /pickup-manager/css/custom.css HTTP/1.1" 200 5317
127.0.0.1 - - [12/Jun/2020:12:21:25 -0300] "GET /pickup-manager/libs/jquery_3.3.1/jquery.min.js HTTP/1.1" 200 95785
127.0.0.1 - - [12/Jun/2020:12:21:25 -0300] "GET /pickup-manager/css/manager.css HTTP/1.1" 200 1770
127.0.0.1 - - [12/Jun/2020:12:21:25 -0300] "GET /pickup-manager/libs/popper_1.12.9/popper.min.js HTTP/1.1" 200 19188
127.0.0.1 - - [12/Jun/2020:12:21:25 -0300] "GET /pickup-manager/img/wso2-dark.svg HTTP/1.1" 200 5196
127.0.0.1 - - [12/Jun/2020:12:21:25 -0300] "GET /pickup-manager/libs/bootstrap-material-design_4.0.0/js/bootstrap-material-design.min.js HTTP/1.1" 200 78373
127.0.0.1 - - [12/Jun/2020:12:21:25 -0300] "GET /pickup-manager/img/manager.png HTTP/1.1" 200 48817
127.0.0.1 - - [12/Jun/2020:12:21:26 -0300] "POST /pickup-manager/oauth2-authorize-user.jsp?reset=true HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:12:29:40 -0300] "GET /pickup-manager/ HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:12:29:40 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:12:29:42 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:12:29:50 -0300] "GET /pickup-manager/oauth2client HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:12:29:50 -0300] "GET /pickup-manager/index.jsp HTTP/1.1" 200 2851
127.0.0.1 - - [12/Jun/2020:12:29:54 -0300] "POST /pickup-manager/oauth2-authorize-user.jsp?reset=true HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:12:30:01 -0300] "GET /pickup-manager/oauth2client?code=61f24eb1-9e49-35e2-9be3-7b73305388a5&session_state=e24014cdf73b15217582b3d314fbb97742eb88625d714608942b71727e79b8c0.WkUOTV2-Y_wB8NPwyzAj6g HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:12:30:01 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:12:30:02 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:12:30:07 -0300] "GET /pickup-manager/libs/popper_1.12.9/popper.min.js.map HTTP/1.1" 404 750
127.0.0.1 - - [12/Jun/2020:12:30:07 -0300] "GET /pickup-manager/libs/goldenlayout/css/goldenlayout-base.css.map HTTP/1.1" 404 765
127.0.0.1 - - [12/Jun/2020:12:42:10 -0300] "GET /pickup-manager/oauth2client?code=b0930241-83f9-377e-a71c-a641b7984ec9&session_state=6416d6ad345bcf0cd5ae88a5c4727185082080d562b8818fa23fefd2a98103fb.LJdQMi62aIgevBmwinTblw HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:12:42:10 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:12:42:11 -0300] "GET /pickup-manager/libs/fontawesome-5.2.0/css/solid.min.css HTTP/1.1" 200 644
127.0.0.1 - - [12/Jun/2020:12:42:11 -0300] "GET /pickup-manager/libs/bootstrap-material-design_4.0.0/css/bootstrap-material-design.min.css HTTP/1.1" 200 437760
127.0.0.1 - - [12/Jun/2020:12:42:11 -0300] "GET /pickup-manager/libs/fontawesome-5.2.0/css/fontawesome.min.css HTTP/1.1" 200 45557
127.0.0.1 - - [12/Jun/2020:12:42:11 -0300] "GET /pickup-manager/libs/goldenlayout/css/goldenlayout-base.css HTTP/1.1" 200 4657
127.0.0.1 - - [12/Jun/2020:12:42:11 -0300] "GET /pickup-manager/css/spinner.css HTTP/1.1" 200 1464
127.0.0.1 - - [12/Jun/2020:12:42:11 -0300] "GET /pickup-manager/libs/highlight_9.12.0/styles/atelier-cave-light.css HTTP/1.1" 200 1299
127.0.0.1 - - [12/Jun/2020:12:42:11 -0300] "GET /pickup-manager/css/custom.css HTTP/1.1" 200 5317
127.0.0.1 - - [12/Jun/2020:12:42:11 -0300] "GET /pickup-manager/css/manager.css HTTP/1.1" 200 1770
127.0.0.1 - - [12/Jun/2020:12:42:11 -0300] "GET /pickup-manager/libs/jquery_3.3.1/jquery.min.js HTTP/1.1" 200 95785
127.0.0.1 - - [12/Jun/2020:12:42:11 -0300] "GET /pickup-manager/libs/popper_1.12.9/popper.min.js HTTP/1.1" 200 19188
127.0.0.1 - - [12/Jun/2020:12:42:11 -0300] "GET /pickup-manager/libs/bootstrap-material-design_4.0.0/js/bootstrap-material-design.min.js HTTP/1.1" 200 78373
127.0.0.1 - - [12/Jun/2020:12:42:11 -0300] "GET /pickup-manager/libs/moment_2.11.2/moment.min.js HTTP/1.1" 200 40737
127.0.0.1 - - [12/Jun/2020:12:42:11 -0300] "GET /pickup-manager/libs/goldenlayout/js/goldenlayout.min.js HTTP/1.1" 200 66602
127.0.0.1 - - [12/Jun/2020:12:42:11 -0300] "GET /pickup-manager/libs/highlight_9.12.0/highlight.pack.js HTTP/1.1" 200 8200
127.0.0.1 - - [12/Jun/2020:12:42:11 -0300] "GET /pickup-manager/libs/popper_1.12.9/popper.min.js.map HTTP/1.1" 404 750
127.0.0.1 - - [12/Jun/2020:12:42:11 -0300] "GET /pickup-manager/libs/clipboard/clipboard.min.js HTTP/1.1" 200 10917
127.0.0.1 - - [12/Jun/2020:12:42:11 -0300] "GET /pickup-manager/js/custom.js HTTP/1.1" 200 6992
127.0.0.1 - - [12/Jun/2020:12:42:11 -0300] "GET /pickup-manager/img/wso2-dark.svg HTTP/1.1" 200 5196
127.0.0.1 - - [12/Jun/2020:12:42:11 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:12:42:11 -0300] "GET /pickup-manager/libs/fontawesome-5.2.0/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 62472
127.0.0.1 - - [12/Jun/2020:12:42:11 -0300] "GET /pickup-manager/libs/goldenlayout/css/goldenlayout-base.css.map HTTP/1.1" 404 765
127.0.0.1 - - [12/Jun/2020:13:00:53 -0300] "GET /pickup-manager/oauth2client?error_description=Authentication+required&error=login_required&session_state=ace31ade7e3da238898c79cc41c1e0091e3489e93fd55800bfbbaca3fd1c1cee.AvoS8TZuQQ88ESjLfVeZtQ HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:13:00:53 -0300] "GET /pickup-manager/index.jsp HTTP/1.1" 200 2851
127.0.0.1 - - [12/Jun/2020:13:00:58 -0300] "GET /pickup-manager/oauth2client?error_description=Authentication+required&error=login_required&session_state=10e5c5b20769aa5f23f1a872fa3e9d39d186a6631b2b016591fce56931270218.nPIjNt5PDy6--JIB52VMYw HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:13:00:58 -0300] "GET /pickup-manager/index.jsp HTTP/1.1" 200 2851
127.0.0.1 - - [12/Jun/2020:13:01:00 -0300] "GET /pickup-manager/oauth2client?error_description=Authentication+required&error=login_required&session_state=9fdce3de30e0bcda7a6feb64bf5740f842ae75970a3edffbd7206f4828c0853e.TDLnwwt2piphUzLaz3yarA HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:13:01:00 -0300] "GET /pickup-manager/index.jsp HTTP/1.1" 200 2851
127.0.0.1 - - [12/Jun/2020:13:01:03 -0300] "GET /pickup-manager/libs/bootstrap-material-design_4.0.0/css/bootstrap-material-design.min.css HTTP/1.1" 200 437760
127.0.0.1 - - [12/Jun/2020:13:01:03 -0300] "GET /pickup-manager/libs/fontawesome-5.2.0/css/solid.min.css HTTP/1.1" 200 644
127.0.0.1 - - [12/Jun/2020:13:01:03 -0300] "GET /pickup-manager/libs/fontawesome-5.2.0/css/fontawesome.min.css HTTP/1.1" 200 45557
127.0.0.1 - - [12/Jun/2020:13:01:04 -0300] "GET /pickup-manager/css/custom.css HTTP/1.1" 200 5317
127.0.0.1 - - [12/Jun/2020:13:01:04 -0300] "GET /pickup-manager/libs/jquery_3.3.1/jquery.min.js HTTP/1.1" 200 95785
127.0.0.1 - - [12/Jun/2020:13:01:04 -0300] "GET /pickup-manager/css/manager.css HTTP/1.1" 200 1770
127.0.0.1 - - [12/Jun/2020:13:01:04 -0300] "GET /pickup-manager/libs/popper_1.12.9/popper.min.js HTTP/1.1" 200 19188
127.0.0.1 - - [12/Jun/2020:13:01:04 -0300] "GET /pickup-manager/libs/bootstrap-material-design_4.0.0/js/bootstrap-material-design.min.js HTTP/1.1" 200 78373
127.0.0.1 - - [12/Jun/2020:13:01:04 -0300] "GET /pickup-manager/img/manager.png HTTP/1.1" 200 48817
127.0.0.1 - - [12/Jun/2020:13:01:04 -0300] "GET /pickup-manager/img/wso2-dark.svg HTTP/1.1" 200 5196
127.0.0.1 - - [12/Jun/2020:13:01:04 -0300] "GET /pickup-manager/libs/popper_1.12.9/popper.min.js.map HTTP/1.1" 404 750
127.0.0.1 - - [12/Jun/2020:14:18:56 -0300] "GET /pickup-manager/ HTTP/1.1" 200 2851
127.0.0.1 - - [12/Jun/2020:14:19:04 -0300] "POST /pickup-manager/oauth2-authorize-user.jsp?reset=true HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:19:05 -0300] "GET /pickup-manager/oauth2client?code=20e42ddf-f3f8-3377-9f50-7332b18e8b13&session_state=81ab4312e4a2bc99671e822c8bac129c454d12209947c7c8c7d04a9a05307995._ywHb-PpZCq6v6wIxmzYxQ HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:19:05 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30107
127.0.0.1 - - [12/Jun/2020:14:19:07 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:19:12 -0300] "GET /pickup-manager/oauth2client HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:19:12 -0300] "GET /pickup-manager/index.jsp HTTP/1.1" 200 2851
127.0.0.1 - - [12/Jun/2020:14:19:14 -0300] "POST /pickup-manager/oauth2-authorize-user.jsp?reset=true HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:20:49 -0300] "GET /pickup-manager/ HTTP/1.1" 200 2851
127.0.0.1 - - [12/Jun/2020:14:20:49 -0300] "GET /pickup-manager/css/custom.css HTTP/1.1" 200 5317
127.0.0.1 - - [12/Jun/2020:14:20:49 -0300] "GET /pickup-manager/css/manager.css HTTP/1.1" 200 1770
127.0.0.1 - - [12/Jun/2020:14:20:49 -0300] "GET /pickup-manager/libs/fontawesome-5.2.0/css/solid.min.css HTTP/1.1" 200 644
127.0.0.1 - - [12/Jun/2020:14:20:49 -0300] "GET /pickup-manager/libs/bootstrap-material-design_4.0.0/css/bootstrap-material-design.min.css HTTP/1.1" 200 437760
127.0.0.1 - - [12/Jun/2020:14:20:49 -0300] "GET /pickup-manager/libs/fontawesome-5.2.0/css/fontawesome.min.css HTTP/1.1" 200 45557
127.0.0.1 - - [12/Jun/2020:14:20:49 -0300] "GET /pickup-manager/libs/bootstrap-material-design_4.0.0/js/bootstrap-material-design.min.js HTTP/1.1" 200 78373
127.0.0.1 - - [12/Jun/2020:14:20:49 -0300] "GET /pickup-manager/img/manager.png HTTP/1.1" 200 48817
127.0.0.1 - - [12/Jun/2020:14:20:49 -0300] "GET /pickup-manager/libs/popper_1.12.9/popper.min.js HTTP/1.1" 200 19188
127.0.0.1 - - [12/Jun/2020:14:20:49 -0300] "GET /pickup-manager/img/wso2-dark.svg HTTP/1.1" 200 5196
127.0.0.1 - - [12/Jun/2020:14:20:49 -0300] "GET /pickup-manager/libs/jquery_3.3.1/jquery.min.js HTTP/1.1" 200 95785
127.0.0.1 - - [12/Jun/2020:14:20:51 -0300] "POST /pickup-manager/oauth2-authorize-user.jsp?reset=true HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:02 -0300] "GET /pickup-manager/oauth2client?code=6ced824a-31aa-3d22-aaa9-a2ad11a7e8cd&session_state=f68c8ffa27ed3ca488a437304466b1d25e00d657f38464f47e6b405653a71b79.izpSjJhnkNpB7cUjPE8Jpg HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:02 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:02 -0300] "GET /pickup-manager/libs/goldenlayout/css/goldenlayout-base.css HTTP/1.1" 200 4657
127.0.0.1 - - [12/Jun/2020:14:21:02 -0300] "GET /pickup-manager/libs/highlight_9.12.0/styles/atelier-cave-light.css HTTP/1.1" 200 1299
127.0.0.1 - - [12/Jun/2020:14:21:02 -0300] "GET /pickup-manager/css/spinner.css HTTP/1.1" 200 1464
127.0.0.1 - - [12/Jun/2020:14:21:02 -0300] "GET /pickup-manager/js/custom.js HTTP/1.1" 200 6992
127.0.0.1 - - [12/Jun/2020:14:21:02 -0300] "GET /pickup-manager/libs/highlight_9.12.0/highlight.pack.js HTTP/1.1" 200 8200
127.0.0.1 - - [12/Jun/2020:14:21:02 -0300] "GET /pickup-manager/libs/moment_2.11.2/moment.min.js HTTP/1.1" 200 40737
127.0.0.1 - - [12/Jun/2020:14:21:02 -0300] "GET /pickup-manager/libs/goldenlayout/js/goldenlayout.min.js HTTP/1.1" 200 66602
127.0.0.1 - - [12/Jun/2020:14:21:02 -0300] "GET /pickup-manager/libs/clipboard/clipboard.min.js HTTP/1.1" 200 10917
127.0.0.1 - - [12/Jun/2020:14:21:02 -0300] "GET /pickup-manager/libs/fontawesome-5.2.0/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 62472
127.0.0.1 - - [12/Jun/2020:14:21:02 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:03 -0300] "GET /pickup-manager/oauth2client?code=e84d76d2-675b-31a7-b7b1-7920e50b530c&session_state=dd53c0a98e0bbde55c44e003865b2204bef8cc8f0efbfe8c65e2c70f03b58189.3TpuvlUN53C4q5-3kz1k2g HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:03 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:03 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:04 -0300] "GET /pickup-manager/oauth2client?code=b40b9e03-1867-3504-becf-0c68b37969b2&session_state=ea6f1276d094ecc9daaf3c236279efbe8092c641cf233d370ad860fefaf42cb0.18VOpGkHs0HiKQuhenePYg HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:04 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:04 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:04 -0300] "GET /pickup-manager/oauth2client?code=aeccf1c6-21bb-3e1d-8374-4f9001493ab1&session_state=04987ef75b2599667ba072642468b174a726c3369e122f8731aa2c961d9a9ce6.U22CiswfTQ5fkKKDcWHrhQ HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:04 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:04 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:05 -0300] "GET /pickup-manager/oauth2client?code=6432a6bf-89a2-3e31-8352-943dff8096d6&session_state=5e612b3eb181096ef72292e5b580d3406d355ab09243bacd7fe0d8cab8034f04.uFm0iApQQxRyu01DF1V8hQ HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:05 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:05 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:06 -0300] "GET /pickup-manager/oauth2client?code=bd7dd0ae-9bb1-3a7e-abb1-654b440472ef&session_state=db23f7acedf6fa9ff5b78d6317e6d4efd4cd237799318a842191e2e40b770d8f.CfecX8s1XUBS44eJdQ5EsA HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:06 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:06 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:07 -0300] "GET /pickup-manager/oauth2client?code=c5cddf39-7dbe-396f-9ded-41457fc6afeb&session_state=ee6158662b6d7f25ee5291f8626a3dc5aebec6c6d92f68592adeb837845fedc0.DZI5eln1WA3UWFTN-69Hmw HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:07 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:07 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:07 -0300] "GET /pickup-manager/oauth2client?code=23e272a0-6834-3e77-8e23-47c3c777662f&session_state=ea0c4592855c92a7877eba2887c7c3ca2ba6c2b344e084fe1e2ac8a0183eb6c2.5pc7aGgLAGXEftM2YQ5_Gg HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:07 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:07 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:15 -0300] "GET /pickup-manager/ HTTP/1.1" 200 2851
127.0.0.1 - - [12/Jun/2020:14:21:15 -0300] "GET /pickup-manager/libs/bootstrap-material-design_4.0.0/css/bootstrap-material-design.min.css HTTP/1.1" 200 437760
127.0.0.1 - - [12/Jun/2020:14:21:15 -0300] "GET /pickup-manager/libs/fontawesome-5.2.0/css/solid.min.css HTTP/1.1" 200 644
127.0.0.1 - - [12/Jun/2020:14:21:15 -0300] "GET /pickup-manager/css/custom.css HTTP/1.1" 200 5317
127.0.0.1 - - [12/Jun/2020:14:21:15 -0300] "GET /pickup-manager/libs/fontawesome-5.2.0/css/fontawesome.min.css HTTP/1.1" 200 45557
127.0.0.1 - - [12/Jun/2020:14:21:15 -0300] "GET /pickup-manager/libs/popper_1.12.9/popper.min.js HTTP/1.1" 200 19188
127.0.0.1 - - [12/Jun/2020:14:21:15 -0300] "GET /pickup-manager/img/manager.png HTTP/1.1" 200 48817
127.0.0.1 - - [12/Jun/2020:14:21:15 -0300] "GET /pickup-manager/libs/jquery_3.3.1/jquery.min.js HTTP/1.1" 200 95785
127.0.0.1 - - [12/Jun/2020:14:21:15 -0300] "GET /pickup-manager/libs/bootstrap-material-design_4.0.0/js/bootstrap-material-design.min.js HTTP/1.1" 200 78373
127.0.0.1 - - [12/Jun/2020:14:21:15 -0300] "GET /pickup-manager/css/manager.css HTTP/1.1" 200 1770
127.0.0.1 - - [12/Jun/2020:14:21:15 -0300] "GET /pickup-manager/img/wso2-dark.svg HTTP/1.1" 200 5196
127.0.0.1 - - [12/Jun/2020:14:21:16 -0300] "POST /pickup-manager/oauth2-authorize-user.jsp?reset=true HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:25 -0300] "GET /pickup-manager/oauth2client?code=4772a62e-1185-3a53-b9cf-1e2ce0e71dfc&session_state=6bebf66389779025cc226c80697227622068f48942a26077fd39a13b90841293.blSUneQe8baNd4YQotmXJg HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:25 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:25 -0300] "GET /pickup-manager/libs/goldenlayout/css/goldenlayout-base.css HTTP/1.1" 200 4657
127.0.0.1 - - [12/Jun/2020:14:21:25 -0300] "GET /pickup-manager/libs/highlight_9.12.0/styles/atelier-cave-light.css HTTP/1.1" 200 1299
127.0.0.1 - - [12/Jun/2020:14:21:25 -0300] "GET /pickup-manager/css/spinner.css HTTP/1.1" 200 1464
127.0.0.1 - - [12/Jun/2020:14:21:25 -0300] "GET /pickup-manager/libs/moment_2.11.2/moment.min.js HTTP/1.1" 200 40737
127.0.0.1 - - [12/Jun/2020:14:21:25 -0300] "GET /pickup-manager/libs/goldenlayout/js/goldenlayout.min.js HTTP/1.1" 200 66602
127.0.0.1 - - [12/Jun/2020:14:21:25 -0300] "GET /pickup-manager/libs/highlight_9.12.0/highlight.pack.js HTTP/1.1" 200 8200
127.0.0.1 - - [12/Jun/2020:14:21:25 -0300] "GET /pickup-manager/libs/clipboard/clipboard.min.js HTTP/1.1" 200 10917
127.0.0.1 - - [12/Jun/2020:14:21:25 -0300] "GET /pickup-manager/js/custom.js HTTP/1.1" 200 6992
127.0.0.1 - - [12/Jun/2020:14:21:25 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:26 -0300] "GET /pickup-manager/libs/fontawesome-5.2.0/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 62472
127.0.0.1 - - [12/Jun/2020:14:21:26 -0300] "GET /pickup-manager/oauth2client?code=aef3cb20-2c88-355f-a9a9-fd28bfbdc573&session_state=a869ddfd8c1a6809f434e7eb6c4396ac459fc6811ecef51bbe6e21ce9baee4d5.BO8eCkxEp36hdQR1tNMZjQ HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:26 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:26 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:27 -0300] "GET /pickup-manager/oauth2client?code=e0c82148-2864-370b-ac3c-0a5be70c47cc&session_state=42da23beda4bc3f1a3989a18aa23d6c96463856dcb11db52fec6a00d5dcaf4b2.fnmid_BI0MBn_RCO_YjDiw HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:27 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:27 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
127.0.0.1 - - [12/Jun/2020:14:21:28 -0300] "GET /pickup-manager/oauth2client?code=1f06f0d7-ffc8-38ee-aeb0-8bf0c90b6801&session_state=3279f0c82cf9d29c4e74a02b39c2740d99d1096d62a36c111b1e025ad9665a6f.muVlxbpWfHEei_xhHkFang HTTP/1.1" 302 -
127.0.0.1 - - [12/Jun/2020:14:21:28 -0300] "GET /pickup-manager/home.jsp HTTP/1.1" 200 30227
127.0.0.1 - - [12/Jun/2020:14:21:28 -0300] "GET /pickup-manager/rpIFrame.jsp HTTP/1.1" 200 2588
